Dataset_name,Common_name,Group,Body_mass_kg,Axial_diameter_mm,SVL_mm,Trans_diameter_mm,Cornea_diameter_mm,Reference,VertLife_name,VertLife_basetree,TimeTree_tiplabel,TimeTree_genus_sub
Conopsis nasus,,Reptiles (Squamata),NA,NA,245,1.87,NA,Liu et al. 2012,Conopsis nasus,squamatetree,,
Crotaphopeltis hotamboeia,,Reptiles (Squamata),NA,NA,440.6,3.17,NA,Liu et al. 2012,Crotaphopeltis hotamboeia,squamatetree,,
Cyclophiops major,,Reptiles (Squamata),NA,NA,802.5,5.18,NA,Liu et al. 2012,Cyclophiops major,squamatetree,,
Dendrelaphis pictus,,Reptiles (Squamata),NA,NA,763.9,5.02,NA,Liu et al. 2012,Dendrelaphis pictus,squamatetree,,
Dendrelaphis walli,,Reptiles (Squamata),NA,NA,546.25,3.5,NA,Liu et al. 2012,Dendrelaphis walli,squamatetree,,
Dinodon flavozonatum,,Reptiles (Squamata),NA,NA,720.33,2.8,NA,Liu et al. 2012,Lycodon flavozonatus,squamatetree,,
Dinodon rosozonatum,,Reptiles (Squamata),NA,NA,780,3.24,NA,Liu et al. 2012,Lycodon rosozonatus,squamatetree,,
Dinodon rufozonatum,,Reptiles (Squamata),NA,NA,701.5,3.3,NA,Liu et al. 2012,Lycodon rufozonatus,squamatetree,,
Dipsas sazimai,,Reptiles (Squamata),NA,NA,498,3.1,NA,Liu et al. 2012,Dipsas sazimai,squamatetree,,
Drymoluber apurimacensis,,Reptiles (Squamata),NA,NA,656.5,4.1,NA,Liu et al. 2012,Drymoluber apurimacensis,squamatetree,,
Elaphe bimaculata,,Reptiles (Squamata),NA,NA,550,3.82,NA,Liu et al. 2012,Elaphe bimaculata,squamatetree,,
Enhydris chinensis,,Reptiles (Squamata),NA,NA,376.25,2.11,NA,Liu et al. 2012,Myrrophis chinensis,squamatetree,,
Enhydris plumbea,,Reptiles (Squamata),NA,NA,290.5,2.02,NA,Liu et al. 2012,Hypsiscopus plumbea,squamatetree,,
Hemorrhois ravergieri,,Reptiles (Squamata),NA,NA,810,4.55,NA,Liu et al. 2012,Hemorrhois ravergieri,squamatetree,,
Heteroliodon fohy,,Reptiles (Squamata),NA,NA,212,1.5,NA,Liu et al. 2012,Heteroliodon fohy,squamatetree,,
Hierophis spinalis,,Reptiles (Squamata),NA,NA,568.25,3.59,NA,Liu et al. 2012,Orientocoluber spinalis,squamatetree,,
Hypsiglena torquata tiburonensis,,Reptiles (Squamata),NA,NA,376,2.1,NA,Liu et al. 2012,Hypsiglena torquata,squamatetree,,
Lampropeltis webbi,,Reptiles (Squamata),NA,NA,306,2.3,NA,Liu et al. 2012,Lampropeltis webbi,squamatetree,,
Liophis melanotus nesos,,Reptiles (Squamata),NA,NA,275,2.2,NA,Liu et al. 2012,Erythrolamprus melanotus,squamatetree,,
Liophis taeniogaster,,Reptiles (Squamata),NA,NA,397,3.5,NA,Liu et al. 2012,Erythrolamprus taeniogaster,squamatetree,,
Lycodon aulicus,,Reptiles (Squamata),NA,NA,286,2.3,NA,Liu et al. 2012,Lycodon aulicus,squamatetree,,
Macropisthodon rudis,,Reptiles (Squamata),NA,NA,605,5.39,NA,Liu et al. 2012,Macropisthodon rudis,squamatetree,,
Mehelya capensis,,Reptiles (Squamata),NA,NA,997.8,4.02,NA,Liu et al. 2012,Gonionotophis capensis,squamatetree,,
Mehelya nyassae,,Reptiles (Squamata),NA,NA,398.15,1.72,NA,Liu et al. 2012,Gonionotophis nyassae,squamatetree,,
Natrix tessellata,,Reptiles (Squamata),NA,NA,538.21,3.48,NA,Liu et al. 2012,Natrix tessellata,squamatetree,,
Oligodon cinereus,,Reptiles (Squamata),NA,NA,382.75,2.17,NA,Liu et al. 2012,Oligodon cinereus,squamatetree,,
Oocatochus rufodorsatus,,Reptiles (Squamata),NA,NA,577.75,3.03,NA,Liu et al. 2012,Oocatochus rufodorsatus,squamatetree,,
Opisthotropis kuatunensis,,Reptiles (Squamata),NA,NA,484.17,1.64,NA,Liu et al. 2012,Opisthotropis kuatunensis,squamatetree,,
Opisthotropis latouchii,,Reptiles (Squamata),NA,NA,359,1.14,NA,Liu et al. 2012,Opisthotropis latouchii,squamatetree,,
Oreocryptophis porphyraceus,,Reptiles (Squamata),NA,NA,569.67,2.7,NA,Liu et al. 2012,Oreocryptophis porphyraceus,squamatetree,,
Pareas carinatus,,Reptiles (Squamata),NA,NA,397,3.47,NA,Liu et al. 2012,Pareas carinatus,squamatetree,,
Pareas formosensis,,Reptiles (Squamata),NA,NA,384.64,2.7,NA,Liu et al. 2012,Pareas formosensis,squamatetree,,
Pareas margaritophorus,,Reptiles (Squamata),NA,NA,296.75,2.14,NA,Liu et al. 2012,Pareas margaritophorus,squamatetree,,
Plagiopholis styani,,Reptiles (Squamata),NA,NA,176,2,NA,Liu et al. 2012,Plagiopholis styani,squamatetree,,
Psammophis lineolatus,,Reptiles (Squamata),NA,NA,558.5,3.45,NA,Liu et al. 2012,Psammophis lineolatus,squamatetree,,
Pseudoxenodon bambusicola,,Reptiles (Squamata),NA,NA,342.5,4.01,NA,Liu et al. 2012,Pseudoxenodon bambusicola,squamatetree,,
Pseudoxenodon macrops sinensis,,Reptiles (Squamata),NA,NA,482.65,4.73,NA,Liu et al. 2012,Pseudoxenodon macrops,squamatetree,,
Pseudoxyrhopus analabe,,Reptiles (Squamata),NA,NA,260,1.5,NA,Liu et al. 2012,Pseudoxyrhopus analabe,squamatetree,,
Ptyas dhumnades,,Reptiles (Squamata),NA,NA,941.33,7.01,NA,Liu et al. 2012,Ptyas dhumnades,squamatetree,,
Ptyas korros,,Reptiles (Squamata),NA,NA,856.38,6.26,NA,Liu et al. 2012,Ptyas korros,squamatetree,,
Rhabdophis nuchalis,,Reptiles (Squamata),NA,NA,458,2.64,NA,Liu et al. 2012,Rhabdophis nuchalis,squamatetree,,
Rhynchophis boulengeri,,Reptiles (Squamata),NA,NA,858.5,4.11,NA,Liu et al. 2012,Gonyosoma boulengeri,squamatetree,,
Sibynophis chinensis miyiensis,,Reptiles (Squamata),NA,NA,413.81,2.63,NA,Liu et al. 2012,Sibynophis chinensis,squamatetree,,
Sinonatrix percarinata,,Reptiles (Squamata),NA,NA,536.71,3.85,NA,Liu et al. 2012,Sinonatrix percarinata,squamatetree,,
Taeniophallus nebularis,,Reptiles (Squamata),NA,NA,331,2.7,NA,Liu et al. 2012,Taeniophallus nebularis,squamatetree,,
Tantilla ceboruca,,Reptiles (Squamata),NA,NA,159.7,1.1,NA,Liu et al. 2012,Tantilla ceboruca,squamatetree,,
Thermophis baileyi,,Reptiles (Squamata),NA,NA,590,3.63,NA,Liu et al. 2012,Thermophis baileyi,squamatetree,,
Trachischium tenuiceps,,Reptiles (Squamata),NA,NA,267,1.26,NA,Liu et al. 2012,Trachischium tenuiceps,squamatetree,,
Xenochrophis piscator,,Reptiles (Squamata),NA,NA,451.33,3.62,NA,Liu et al. 2012,Xenochrophis piscator,squamatetree,,
Xenochrophis schnurrenbergeri,,Reptiles (Squamata),NA,NA,447,3.92,NA,Liu et al. 2012,Xenochrophis schnurrenbergeri,squamatetree,,
Xenopholis werdingorum,,Reptiles (Squamata),NA,NA,338,1.6,NA,Liu et al. 2012,Xenopholis werdingorum,squamatetree,,
Cnemaspis africana,,Reptiles (Squamata),NA,NA,44,2.3,NA,Werner & Seifan 2006,Cnemaspis africana,squamatetree,,
Cnemaspis nigridia,,Reptiles (Squamata),NA,NA,69.4,3.5,NA,Werner & Seifan 2006,Cnemaspis nigridia,squamatetree,,
Cyrtodactylus pulchellus,,Reptiles (Squamata),NA,NA,84.8,5.4,NA,Werner & Seifan 2006,Cyrtodactylus pulchellus,squamatetree,,
Diplodactylus pulcher,,Reptiles (Squamata),NA,NA,50,2.9,NA,Werner & Seifan 2006,Diplodactylus pulcher,squamatetree,,
Gehyra oceanica,,Reptiles (Squamata),NA,NA,80.5,4.9,NA,Werner & Seifan 2006,Gehyra oceanica,squamatetree,,
Gehyra variegata,,Reptiles (Squamata),NA,NA,48.2,3.1,NA,Werner & Seifan 2006,Gehyra variegata,squamatetree,,
Gekko gecko,,Reptiles (Squamata),NA,NA,148,8.3,NA,Werner & Seifan 2006,Gekko gecko,squamatetree,,
Gekko vittatus,,Reptiles (Squamata),NA,NA,102.2,5.9,NA,Werner & Seifan 2006,Gekko vittatus,squamatetree,,
Gonatodes albogularis,,Reptiles (Squamata),NA,NA,37.1,1.8,NA,Werner & Seifan 2006,Gonatodes albogularis,squamatetree,,
Gonatodes humeralis,,Reptiles (Squamata),NA,NA,34.9,1.7,NA,Werner & Seifan 2006,Gonatodes humeralis,squamatetree,,
Gonatodes vittatus,,Reptiles (Squamata),NA,NA,31.9,1.7,NA,Werner & Seifan 2006,Gonatodes vittatus,squamatetree,,
Hemidactylus brooki angulatus,,Reptiles (Squamata),NA,NA,52.7,2.9,NA,Werner & Seifan 2006,Hemidactylus brookii,squamatetree,,
Hemidactylus flaviviridis,,Reptiles (Squamata),NA,NA,68.3,4,NA,Werner & Seifan 2006,Hemidactylus flaviviridis,squamatetree,,
Hemidactylus frenatus,,Reptiles (Squamata),NA,NA,49.2,3.2,NA,Werner & Seifan 2006,Hemidactylus frenatus,squamatetree,,
Hemidactylus mabouia,,Reptiles (Squamata),NA,NA,57.4,3.5,NA,Werner & Seifan 2006,Hemidactylus mabouia,squamatetree,,
Hemidactylus tropidolepis,,Reptiles (Squamata),NA,NA,52.7,3,NA,Werner & Seifan 2006,Hemidactylus tropidolepis,squamatetree,,
Hemidactylus turcicus,,Reptiles (Squamata),NA,NA,44.1,2.7,NA,Werner & Seifan 2006,Hemidactylus turcicus,squamatetree,,
Heteronotia binoei,,Reptiles (Squamata),NA,NA,43.5,2.8,NA,Werner & Seifan 2006,Heteronotia binoei,squamatetree,,
Homonota gaudichaudi,,Reptiles (Squamata),NA,NA,32,1.7,NA,Werner & Seifan 2006,Garthia gaudichaudii,squamatetree,,
Homopholis walbergii,,Reptiles (Squamata),NA,NA,97.5,4.9,NA,Werner & Seifan 2006,Homopholis walbergii,squamatetree,,
Hoplodactylus duvaucelii,,Reptiles (Squamata),NA,NA,123.4,6.4,NA,Werner & Seifan 2006,Hoplodactylus duvaucelii,squamatetree,,
Hoplodactylus granulatus,,Reptiles (Squamata),NA,NA,68.6,3.6,NA,Werner & Seifan 2006,Mokopirirakau granulatus,squamatetree,,
Hoplodactylus maculatus,,Reptiles (Squamata),NA,NA,69.6,3.7,NA,Werner & Seifan 2006,Woodworthia maculatus,squamatetree,,
Lygodactylus angolensis,,Reptiles (Squamata),NA,NA,29.5,1.7,NA,Werner & Seifan 2006,Lygodactylus angolensis,squamatetree,,
Lygodactylus capensis,,Reptiles (Squamata),NA,NA,29,1.7,NA,Werner & Seifan 2006,Lygodactylus capensis,squamatetree,,
Lygodactylus capensis grotei,,Reptiles (Squamata),NA,NA,38.3,1.7,NA,Werner & Seifan 2006,Lygodactylus capensis,squamatetree,,
Lygodactylus conraui,,Reptiles (Squamata),NA,NA,27.5,1.6,NA,Werner & Seifan 2006,Lygodactylus conraui,squamatetree,,
Lygodactylus fischeri,,Reptiles (Squamata),NA,NA,28,1.7,NA,Werner & Seifan 2006,Lygodactylus fischeri,squamatetree,,
Lygodactylus gutturalis,,Reptiles (Squamata),NA,NA,33.4,1.8,NA,Werner & Seifan 2006,Lygodactylus gutturalis,squamatetree,,
Lygodactylus picturatus mombasicus,,Reptiles (Squamata),NA,NA,33.4,1.8,NA,Werner & Seifan 2006,Lygodactylus mombasicus,squamatetree,,
Mediodactylus amictopholis,,Reptiles (Squamata),NA,NA,31,1.8,NA,Werner & Seifan 2006,Mediodactylus amictopholis,squamatetree,,
Mediodactylus kotschyi orientalis,,Reptiles (Squamata),NA,NA,39.8,2.7,NA,Werner & Seifan 2006,Mediodactylus kotschyi,squamatetree,,
Naultinus elegans,,Reptiles (Squamata),NA,NA,69.4,2.6,NA,Werner & Seifan 2006,Naultinus elegans,squamatetree,,
Naultinus gemmeus,,Reptiles (Squamata),NA,NA,67.8,2.9,NA,Werner & Seifan 2006,Naultinus gemmeus,squamatetree,,
Naultinus manukanus,,Reptiles (Squamata),NA,NA,67.7,2.8,NA,Werner & Seifan 2006,Naultinus manukanus,squamatetree,,
Naultinus stellatus,,Reptiles (Squamata),NA,NA,65,2.6,NA,Werner & Seifan 2006,Naultinus stellatus,squamatetree,,
Oedura lesueurii,,Reptiles (Squamata),NA,NA,53,2.9,NA,Werner & Seifan 2006,Amalosia lesueurii,squamatetree,,
Oedura marmorata,,Reptiles (Squamata),NA,NA,93.3,5.2,NA,Werner & Seifan 2006,Oedura marmorata,squamatetree,,
Oedura reticulata,,Reptiles (Squamata),NA,NA,60.7,3.3,NA,Werner & Seifan 2006,Hesperoedura reticulata,squamatetree,,
Pachydactylus bicolor,,Reptiles (Squamata),NA,NA,40,2.7,NA,Werner & Seifan 2006,Pachydactylus bicolor,squamatetree,,
Pachydactylus m. maculatus,,Reptiles (Squamata),NA,NA,42,2.7,NA,Werner & Seifan 2006,Pachydactylus maculatus,squamatetree,,
Pachydactylus namaquensis,,Reptiles (Squamata),NA,NA,68,4.4,NA,Werner & Seifan 2006,Pachydactylus namaquensis,squamatetree,,
Pachydactylus turneri laevigatus,,Reptiles (Squamata),NA,NA,72.8,4.3,NA,Werner & Seifan 2006,Pachydactylus laevigatus,squamatetree,,
Phelsuma laticauda,,Reptiles (Squamata),NA,NA,54.6,2.3,NA,Werner & Seifan 2006,Phelsuma laticauda,squamatetree,,
Phelsuma parkeri,,Reptiles (Squamata),NA,NA,69,3.9,NA,Werner & Seifan 2006,Phelsuma parkeri,squamatetree,,
Phyllodactylus galapagensis,,Reptiles (Squamata),NA,NA,43,2.9,NA,Werner & Seifan 2006,Phyllodactylus galapagensis,squamatetree,,
Phyllodactylus tuberculosus,,Reptiles (Squamata),NA,NA,76,4.7,NA,Werner & Seifan 2006,Phyllodactylus tuberculosus,squamatetree,,
Ptenopus garrulus maculatus,,Reptiles (Squamata),NA,NA,52.3,3.2,NA,Werner & Seifan 2006,Ptenopus garrulus,squamatetree,,
Ptenopus kochi,,Reptiles (Squamata),NA,NA,58.3,3.8,NA,Werner & Seifan 2006,Ptenopus kochi,squamatetree,,
Ptychozoon kuhli,,Reptiles (Squamata),NA,NA,91.5,5.4,NA,Werner & Seifan 2006,Ptychozoon kuhli,squamatetree,,
Ptyodactylus guttatus,,Reptiles (Squamata),NA,NA,68.9,4.9,NA,Werner & Seifan 2006,Ptyodactylus guttatus,squamatetree,,
Ptyodactylus hasselquistii,,Reptiles (Squamata),NA,NA,73.4,4.8,NA,Werner & Seifan 2006,Ptyodactylus hasselquistii,squamatetree,,
Ptyodactylus oudrii,,Reptiles (Squamata),NA,NA,49.5,3.6,NA,Werner & Seifan 2006,Ptyodactylus oudrii,squamatetree,,
Ptyodactylus puiseuxi,,Reptiles (Squamata),NA,NA,66.6,3.9,NA,Werner & Seifan 2006,Ptyodactylus puiseuxi,squamatetree,,
Rhacodactylus leachianus,,Reptiles (Squamata),NA,NA,208.5,7.8,NA,Werner & Seifan 2006,Rhacodactylus leachianus,squamatetree,,
Rhoptropus barnardi,,Reptiles (Squamata),NA,NA,41.6,2.3,NA,Werner & Seifan 2006,Rhoptropus barnardi,squamatetree,,
Stenodactylus doriae,,Reptiles (Squamata),NA,NA,54,4.7,NA,Werner & Seifan 2006,Stenodactylus doriae,squamatetree,,
Stenodactylus petrii,,Reptiles (Squamata),NA,NA,52.3,4.3,NA,Werner & Seifan 2006,Stenodactylus petrii,squamatetree,,
Stenodactylus sthenodactylus,,Reptiles (Squamata),NA,NA,44.4,3.5,NA,Werner & Seifan 2006,Stenodactylus sthenodactylus,squamatetree,,
Strophurus elderi,,Reptiles (Squamata),NA,NA,40.7,2.4,NA,Werner & Seifan 2006,Strophurus elderi,squamatetree,,
﻿Teratolepis fasciata,,Reptiles (Squamata),NA,NA,52,3.5,NA,Werner & Seifan 2006,Hemidactylus imbricatus,squamatetree,,
Teratoscincus scincus,,Reptiles (Squamata),NA,NA,90.1,5.8,NA,Werner & Seifan 2006,Teratoscincus scincus,squamatetree,,
Acipenser ruthenus,Sterlet,Fishes (Actinopterygii),37.19,6,NA,NA,NA,Howland et al. 2004,,,Acipenser_ruthenus,
Acipenser ruthenus,Sterlet,Fishes (Actinopterygii),66.27,6,NA,NA,NA,Howland et al. 2004,,,Acipenser_ruthenus,
Alosa alabamae,Alabama shad,Fishes (Actinopterygii),0.615,10.381,NA,NA,NA,Howland et al. 2004,,,NA,Alosa_pseudoharengus
Aplodinotus grunniens,Freshwater drum,Fishes (Actinopterygii),0.937,15.906,NA,NA,NA,Howland et al. 2004,,,Aplodinotus_grunniens,
Balistes capriscus,Grey triggerfish,Fishes (Actinopterygii),0.295,12.529,NA,NA,NA,Howland et al. 2004,,,Balistes_capriscus,
Callionymus lyra,Dragonet,Fishes (Actinopterygii),0.535,3.6,NA,NA,NA,Howland et al. 2004,,,Callionymus_lyra,
Carangoides bartholomaei,Yellow jack,Fishes (Actinopterygii),4.812,22.775,NA,NA,NA,Howland et al. 2004,,,Carangoides_bartholomaei,
Caranx hippos,Crevallejack,Fishes (Actinopterygii),2.305,26.878,NA,NA,NA,Howland et al. 2004,,,Caranx_hippos,
Carassius auratus,Goldfish,Fishes (Actinopterygii),0.0108,3.456,NA,NA,NA,Howland et al. 2004,,,Carassius_auratus,
Carcharias littoralis,Sand shark,Fishes (Actinopterygii),35.605,30.421,NA,NA,NA,Howland et al. 2004,,,NA,
Coregonus clupeaformis,Lake whitefish,Fishes (Actinopterygii),0.7726,11.377,NA,NA,NA,Howland et al. 2004,,,Coregonus_clupeaformis,
Coryphaena hippurus,Common dolphinfish,Fishes (Actinopterygii),19.04,33.427,NA,NA,NA,Howland et al. 2004,,,Coryphaena_hippurus,
Cyprinus carpio,Common carp,Fishes (Actinopterygii),1.051,12.07,NA,NA,NA,Howland et al. 2004,,,Cyprinus_carpio,
Dasyatis pastinaca,Common stingray,Fishes (Actinopterygii),1.83,12,NA,NA,NA,Howland et al. 2004,,,NA,
Dasyatis sabina,Atlantic stingray,Fishes (Actinopterygii),17.58,26.165,NA,NA,NA,Howland et al. 2004,,,NA,
Epinephelus itajara,Itajara,Fishes (Actinopterygii),32.89,26.972,NA,NA,NA,Howland et al. 2004,,,Epinephelus_itajara,
Erpetoichthys calabaricus,Reedfish,Fishes (Actinopterygii),0.568,2.25,NA,NA,NA,Howland et al. 2004,,,Erpetoichthys_calabaricus,
Esox lucius,Northern pike,Fishes (Actinopterygii),0.363,14.204,NA,NA,NA,Howland et al. 2004,,,Esox_lucius,
Euthynnus alletteratus,Little tunny,Fishes (Actinopterygii),6.291,27.025,NA,NA,NA,Howland et al. 2004,,,Euthynnus_alletteratus,
Gadus ogac,Greenland cod,Fishes (Actinopterygii),2.5715,25.022,NA,NA,NA,Howland et al. 2004,,,Gadus_ogac,
Galeocerdo cuvier,Tiger shark,Fishes (Actinopterygii),200,37.227,NA,NA,NA,Howland et al. 2004,,,NA,
Gymnothorax funebris,Green moray,Fishes (Actinopterygii),3.51,9.338,NA,NA,NA,Howland et al. 2004,,,NA,Gymnothorax_nudivomer
Haemulon plumieri,Grunt,Fishes (Actinopterygii),0.3,13.778,NA,NA,NA,Howland et al. 2004,,,Haemulon_plumierii,
Haplochromis burtoni,African cichlid fish,Fishes (Actinopterygii),0.319,4.037,NA,NA,NA,Howland et al. 2004,,,Haplochromis_burtoni,
Itiophorus albicans,Atlantic sailfish,Fishes (Actinopterygii),25.2,40.785,NA,NA,NA,Howland et al. 2004,,,Istiophorus_albicans,
Labrus melops,Corkwing wrasse,Fishes (Actinopterygii),0.333,2.2,NA,NA,NA,Howland et al. 2004,,,Symphodus_melops,
Labrus mixtus,Cuckoo wrasse,Fishes (Actinopterygii),0.333,8.5,NA,NA,NA,Howland et al. 2004,,,Labrus_mixtus,
Lachnolaimus maximus,Hogfish,Fishes (Actinopterygii),0.48,14.273,NA,NA,NA,Howland et al. 2004,,,Lachnolaimus_maximus,
Leuciscus rutilus,Roach,Fishes (Actinopterygii),0.264,3.5,NA,NA,NA,Howland et al. 2004,,,Rutilus_rutilus,
Lutjanus analis,Mutton snapper,Fishes (Actinopterygii),2.49,22.367,NA,NA,NA,Howland et al. 2004,,,Lutjanus_analis,
Melanogrammus,Haddock,Fishes (Actinopterygii),3.275,24.815,NA,NA,NA,Howland et al. 2004,,,NA,Melanogrammus_aeglefinus
Mycteroperca bonaci,Black grouper,Fishes (Actinopterygii),2.712,19.755,NA,NA,NA,Howland et al. 2004,,,Mycteroperca_bonaci,
Myoxocephalus,Longhorn sculpin,Fishes (Actinopterygii),0.782,10,NA,NA,NA,Howland et al. 2004,,,NA,Myoxocephalus_polyacanthocephalus
Negaprion brevirostris,Lemon shark,Fishes (Actinopterygii),92.987,15,NA,NA,NA,Howland et al. 2004,,,NA,
Neogobius fluviatilis,Monkey goby,Fishes (Actinopterygii),0.394,4.8,NA,NA,NA,Howland et al. 2004,,,Neogobius_fluviatilis,
Ocyurus chrysurus,Yellowtail snapper,Fishes (Actinopterygii),0.255,13.495,NA,NA,NA,Howland et al. 2004,,,Ocyurus_chrysurus,
Oncorhynchus mykiss,Rainbow trout,Fishes (Actinopterygii),2.75,13.654,NA,NA,NA,Howland et al. 2004,,,Oncorhynchus_mykiss,
Oncorhynchus mykiss,Rainbow trout,Fishes (Actinopterygii),0.9,6.4,NA,NA,NA,Howland et al. 2004,,,Oncorhynchus_mykiss,
Perca flavescens,Yellow perch,Fishes (Actinopterygii),0.1795,8.805,NA,NA,NA,Howland et al. 2004,,,Perca_flavescens,
Periophtalmus barbarus,Mudhopper,Fishes (Actinopterygii),0.1714,5.33,NA,NA,NA,Howland et al. 2004,,,Periophthalmus_barbarus,
Petromyzon marinus,Grand lamprey,Fishes (Actinopterygii),1.049,6,NA,NA,NA,Howland et al. 2004,,,NA,
Polypterus endlicheri,Bichir,Fishes (Actinopterygii),0.568,6,NA,NA,NA,Howland et al. 2004,,,Polypterus_endlicherii,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.0101,3.75,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.0065,2.75,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.0056,3.375,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.009,4,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.0034,2.863,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.0094,3.75,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.005,3,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.0063,3,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),0.0039,2.875,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Romboplites aurorubens,Vermilion snapper,Fishes (Actinopterygii),0.202,11.414,NA,NA,NA,Howland et al. 2004,,,Rhomboplites_aurorubens,
Salmo salar,Atlantic salmon,Fishes (Actinopterygii),5.1415,16.674,NA,NA,NA,Howland et al. 2004,,,Salmo_salar,
Salmo trutta,Sea trout,Fishes (Actinopterygii),0.292,11.027,NA,NA,NA,Howland et al. 2004,,,Salmo_trutta,
Salvelinus fontinalus,Brook trout,Fishes (Actinopterygii),0.615,4.75,NA,NA,NA,Howland et al. 2004,,,Salvelinus_fontinalis,
Salvelinus namaycush,Lake trout,Fishes (Actinopterygii),2.87,16.928,NA,NA,NA,Howland et al. 2004,,,Salvelinus_namaycush,
Scomberomorus,Spanish mackerel,Fishes (Actinopterygii),1.457,16.662,NA,NA,NA,Howland et al. 2004,,,NA,Scomberomorus_niphonius
Scyliorhinus stellaris,Cat shark,Fishes (Actinopterygii),102.25,16,NA,NA,NA,Howland et al. 2004,,,NA,
Sinilabeo dero,Kalabans,Fishes (Actinopterygii),0.9186,3,NA,NA,NA,Howland et al. 2004,,,NA,Cyprinus_multitaeniata
Sphyraena barracuda,Great barracuda,Fishes (Actinopterygii),8.773,28.383,NA,NA,NA,Howland et al. 2004,,,Sphyraena_barracuda,
Tetrapturus albidus,Atlantic white marlin,Fishes (Actinopterygii),24.94,46.371,NA,NA,NA,Howland et al. 2004,,,Kajikia_albida,
Thunnus thynnis,Northern bluefin tuna,Fishes (Actinopterygii),5.21,36.856,NA,NA,NA,Howland et al. 2004,,,Thunnus_thynnus,
Torpedo torpedo,Common torpedo,Fishes (Actinopterygii),0.345,9.132,NA,NA,NA,Howland et al. 2004,,,NA,
Trachinotus ovatus,Derbio,Fishes (Actinopterygii),8.504,35.875,NA,NA,NA,Howland et al. 2004,,,Trachinotus_ovatus,
Himantura sp. ,,Sharks/rays (Elasmobranchii),4.9,16.2,NA,NA,NA,Lisney & Collin 2007,,,,
Pavoraja sp. E ,,Sharks/rays (Elasmobranchii),0.26,9.2,NA,NA,NA,Lisney & Collin 2007,,,,
Pavoraja sp. E ,,Sharks/rays (Elasmobranchii),1.83,12,NA,NA,NA,Lisney & Collin 2007,,,,
Pristiophorus sp. B ,,Sharks/rays (Elasmobranchii),0.7,12,NA,NA,NA,Lisney & Collin 2007,,,,
Squalus sp. F ,,Sharks/rays (Elasmobranchii),0.64,25.7,NA,NA,NA,Lisney & Collin 2007,,,,
Abudefduf_saxatalis,,Fishes (Actinopterygii),57.12,6.792,NA,10.108,NA,Schmitz & Wainwright 2011,,,Abudefduf_saxatilis,
Abudefduf_taurus,,Fishes (Actinopterygii),154,6.98,NA,11.11,NA,Schmitz & Wainwright 2011,,,Abudefduf_taurus,
Acanthurus_bahianus,,Fishes (Actinopterygii),47.44,5.49,NA,9.044,NA,Schmitz & Wainwright 2011,,,Acanthurus_bahianus,
Acanthurus_coeruleus,,Fishes (Actinopterygii),20,4.7,NA,7.935,NA,Schmitz & Wainwright 2011,,,Acanthurus_coeruleus,
Alphestes_afer,,Fishes (Actinopterygii),422.475,13.22,NA,17.19,NA,Schmitz & Wainwright 2011,,,Alphestes_afer,
Aluterus_scriptus,,Fishes (Actinopterygii),78.2,6.3,NA,10,NA,Schmitz & Wainwright 2011,,,Aluterus_scriptus,
Amblycirrhites_pinos,,Fishes (Actinopterygii),2.325,3.12,NA,4.23,NA,Schmitz & Wainwright 2011,,,Amblycirrhitus_pinos,
Amblygobius_phalaena,,Fishes (Actinopterygii),4.925,3.64,NA,5.375,NA,Schmitz & Wainwright 2011,,,Amblygobius_phalaena,
Amphiprion_melanopus,,Fishes (Actinopterygii),3.6,2.66,NA,4.065,NA,Schmitz & Wainwright 2011,,,Amphiprion_melanopus,
Amphiprion_percula,,Fishes (Actinopterygii),1.55,2.3,NA,3.22,NA,Schmitz & Wainwright 2011,,,Amphiprion_percula,
Amphiprion_periderion,,Fishes (Actinopterygii),6.1,3,NA,4.4075,NA,Schmitz & Wainwright 2011,,,Amphiprion_perideraion,
Anampses_meleagrides,,Fishes (Actinopterygii),7.55,3.62,NA,5.07,NA,Schmitz & Wainwright 2011,,,Anampses_meleagrides,
Anampses_neoguinaicus,,Fishes (Actinopterygii),6.366666667,3.38,NA,4.763333333,NA,Schmitz & Wainwright 2011,,,Anampses_neoguinaicus,
